URL,Port,Infoerror,Commonname,Internal Expiration,External Expiration,WAF Type,Issuer,Days,Copytocust,Checked,Supported by,BU,CDB,Lifecycle,Installer,Ticket
"datalister.com","443","good","choicepoint.com","2022-08-04","","N/A","Trustwave Holdings","63.75","N","2022-05-02 23:32:48 OLD, probably not a valid cert","","INS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=datalister.com","Prod","",""
"emailage.com","443","good","choicepoint.com","2022-08-04","","","Trustwave Holdings","63.75","N","2022-06-01 07:03:39 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=emailage.com","","",""
"idanalytics.com","443","good","choicepoint.com","2022-08-04","","N/A","Trustwave Holdings","63.75","N","2022-05-30 13:41:46 ","ida-platform@lexisnexisrisk.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=idanalytics.com","Prod","ida-platform@lexisnexisrisk.com",""
"lexisnexisrisk.com","443","good","choicepoint.com","2022-08-04","","","Trustwave Holdings","63.75","N","2022-06-01 02:10:47 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=lexisnexisrisk.com","","",""
"risk.lexisnexis.jp","443","good","choicepoint.com","2022-08-04","","","Trustwave Holdings","63.75","N","2022-06-01 03:52:26 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=risk.lexisnexis.jp","","",""
"threatmetrix.com","443","good","choicepoint.com","2022-08-04","","","Trustwave Holdings","63.75","N","2022-06-01 07:10:19 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=threatmetrix.com","","",""
"www.adamprogram.org","443","good","choicepoint.com","2022-08-04","","N/A","Trustwave Holdings","63.75","N","2022-06-01 06:02:14 ","adam.team@lexisnexis.com","INF","https://cdb.rs.lexisnexis.net/ssl/index.php?q=www.adamprogram.org","Prod","adam.team@lexisnexis.com",""
"www.choicepoint.com","443","good","choicepoint.com","2022-08-04","","","Trustwave Holdings","63.75","N","2022-06-01 06:02:42 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=www.choicepoint.com","","",""
"www.coplogic.com","443","good","choicepoint.com","2022-08-04","","N/A","Trustwave Holdings","63.75","N","2022-06-01 06:02:43 ","coplogic.engineering@risk.lexisnexis.com","GOV","https://cdb.rs.lexisnexis.net/ssl/index.php?q=www.coplogic.com","Prod","ris-gloappinf@risk.lexisnexis.com",""
"www.lexisnexisrisk.com","443","good","choicepoint.com","2022-08-04","","","Trustwave Holdings","63.75","N","2022-06-01 06:07:48 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=www.lexisnexisrisk.com","","",""
"www.risk.lexisnexis.jp","443","good","choicepoint.com","2022-08-04","","","Trustwave Holdings","63.75","N","2022-06-01 06:09:35 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=www.risk.lexisnexis.jp","","",""
"lexisnexisrisk.co.uk","443","good","choicepoint.com","2022-08-04","","","Trustwave Holdings","63.75","N","2022-06-01 10:01:11 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=lexisnexisrisk.co.uk","","",""
"www.datalister.com","443","good","choicepoint.com","2022-08-04","","","Trustwave Holdings","63.75","N","2022-05-03 06:37:51 OLD, probably not a valid cert","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=www.datalister.com","","",""
"uat.vitalchek.com","443","good","uat.vitalchek.com","2022-08-04","","","Trustwave Holdings","63.75","N","2022-06-01 10:03:42 ","vcn_productionsupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=uat.vitalchek.com","Non-Prod","vcn_productionsupport@vitalchek.com",""
"ala.demo.vitalchek.pci.choicepoint.net","443","good","uat.vitalchek.com","2022-08-04","","","Trustwave Holdings","63.75","N","2022-05-30 02:30:41 ","VCN_ProductionSupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=ala.demo.vitalchek.pci.choicepoint.net","Prod","VCN_ProductionSupport@vitalchek.com",""
"ala.uat.vitalchek.pci.choicepoint.net","443","good","uat.vitalchek.com","2022-08-04","","","Trustwave Holdings","63.75","N","2022-05-30 02:30:52 ","vcn_productionsupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=ala.uat.vitalchek.pci.choicepoint.net","Non-Prod","vcn_productionsupport@vitalchek.com",""
"bct.uat.vitalchek.pci.choicepoint.net","443","good","uat.vitalchek.com","2022-08-04","","","Trustwave Holdings","63.75","N","2022-05-30 06:58:15 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bct.uat.vitalchek.pci.choicepoint.net","","",""
"demo.pastorefront.site","443","good","uat.vitalchek.com","2022-08-04","","","Trustwave Holdings","63.75","N","2022-04-13 12:13:56 OLD, probably not a valid cert","vcn_productionsupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=demo.pastorefront.site","Prod","vcn_productionsupport@vitalchek.com","W 21 04 2083"
"demo.vitalchek.com","443","good","uat.vitalchek.com","2022-08-04","","","Trustwave Holdings","63.75","N","2022-05-31 23:42:05 ","vcn_productionsupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=demo.vitalchek.com","Prod","vcn_productionsupport@vitalchek.com",""
"demo2-vitalchek-extvip.pci.choicepoint.net","443","good","uat.vitalchek.com","2022-08-04","","","Trustwave Holdings","63.75","N","2022-05-30 11:21:36 ","VCN_ProductionSupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=demo2-vitalchek-extvip.pci.choicepoint.net","Prod","VCN_ProductionSupport@vitalchek.com",""
"uat2-vitalchek-extvip.pci.choicepoint.net","443","good","uat.vitalchek.com","2022-08-04","","","Trustwave Holdings","63.75","N","2022-05-30 21:02:57 ","vcn_productionsupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=uat2-vitalchek-extvip.pci.choicepoint.net","Non-Prod","vcn_productionsupport@vitalchek.com",""
"demo-coplogic.risk.regn.net","443","good","coplogic.com","2022-08-05","","","Trustwave Holdings","64.75","N","2022-05-30 11:18:38 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=demo-coplogic.risk.regn.net","","",""
"demo.coplogic.com","443","good","coplogic.com","2022-08-05","","","Trustwave Holdings","64.75","N","2022-05-31 23:40:04 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=demo.coplogic.com","","",""
"stag.coplogic.com","443","good","coplogic.com","2022-08-05","","","Trustwave Holdings","64.75","N","2022-06-01 04:50:53 ","coplogic.engineering@risk.lexisnexis.com","GOV","https://cdb.rs.lexisnexis.net/ssl/index.php?q=stag.coplogic.com","Prod","ris-gloappinf@risk.lexisnexis.com",""
"stg-coplogic.risk.regn.net","443","good","coplogic.com","2022-08-05","","","Trustwave Holdings","64.75","N","2022-05-30 20:44:35 ","engineering@coplogic.com","GOV","https://cdb.rs.lexisnexis.net/ssl/index.php?q=stg-coplogic.risk.regn.net","Prod","RIS-GLOAppInf@risk.lexisnexis.com",""
"www-coplogic-ala.risk.regn.net","443","good","coplogic.com","2022-08-05","","","Trustwave Holdings","64.75","N","2022-05-30 21:30:09 ","engineering@coplogic.com","GOV","https://cdb.rs.lexisnexis.net/ssl/index.php?q=www-coplogic-ala.risk.regn.net","Prod","RIS-GLOAppInf@risk.lexisnexis.com",""
"www-coplogic-bct.risk.regn.net","443","good","coplogic.com","2022-08-05","","","Trustwave Holdings","64.75","N","2022-05-30 21:30:09 ","engineering@coplogic.com","GOV","https://cdb.rs.lexisnexis.net/ssl/index.php?q=www-coplogic-bct.risk.regn.net","Prod","RIS-GLOAppInf@risk.lexisnexis.com",""
"elptpcdomlsp.risk.regn.net","443","good","ELPTPAVPLSP.risk.regn.net","2022-08-05","","","VMware Installer","64.75","N","2022-05-30 11:51:14 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=elptpcdomlsp.risk.regn.net","","",""
"netacuityservice.risk.regn.net","443","good","netacuityservice.risk.regn.net","2022-08-05","","","Trustwave Holdings","64.75","N","2022-06-01 10:04:35 ","tas-us@lexisnexisrisk.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=netacuityservice.risk.regn.net","Prod","RIS-GLOAppInf@risk.lexisnexis.com",""
"dr-netacuity.risk.regn.net","443","good","netacuityservice.risk.regn.net","2022-08-05","","","Trustwave Holdings","64.75","N","2022-05-30 11:31:12 ","tas-us@lexisnexisrisk.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=dr-netacuity.risk.regn.net","Prod","RIS-GLOAppInf@risk.lexisnexis.com",""
"netacuityservice.prg.risk.regn.net","443","good","netacuityservice.risk.regn.net","2022-08-05","","","Trustwave Holdings","64.75","N","2022-05-30 15:38:58 ","espteam@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=netacuityservice.prg.risk.regn.net","Prod","ris-gloappinf@risk.lexisnexis.com",""
"prd-netacuity.risk.regn.net","443","good","netacuityservice.risk.regn.net","2022-08-05","","","Trustwave Holdings","64.75","N","2022-05-30 16:52:44 ","tas-us@lexisnexisrisk.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=prd-netacuity.risk.regn.net","Prod","RIS-GLOAppInf@risk.lexisnexis.com",""
"qa-netacuityservice.risk.regn.net","443","good","qa-netacuityservice.risk.regn.net","2022-08-05","","","Trustwave Holdings","64.75","N","2022-06-01 10:04:36 ","tas-us@lexisnexisrisk.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=qa-netacuityservice.risk.regn.net","Non-Prod","RIS-GLOAppInf@risk.lexisnexis.com",""
"qa-netacuity.risk.regn.net","443","good","qa-netacuityservice.risk.regn.net","2022-08-05","","","Trustwave Holdings","64.75","N","2022-05-30 16:57:10 ","espteam@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=qa-netacuity.risk.regn.net","Non-Prod","ris-gloappinf@risk.lexisnexis.com",""
"wcoresearch-bct.risk.regn.net","443","good 56","wcoresearch.risk.lexisnexis.com","2022-08-05","","","Trustwave Holdings","64.75","N","2022-05-30 21:25:46 ","RISOKCITManagers@risk.LexisNexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=wcoresearch-bct.risk.regn.net","Prod","RIS-GLOAppinf@risk.lexisnexis.com",""
"wcoresearchtraining-bct.risk.regn.net","443","good 56","wcoresearch.risk.lexisnexis.com","2022-08-05","","","Trustwave Holdings","64.75","N","2022-05-30 21:25:46 ","RISOKCITManagers@risk.LexisNexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=wcoresearchtraining-bct.risk.regn.net","Prod","RIS-GLOAppinf@risk.lexisnexis.com",""
"realbi-ncsu.hpccsystems.com","443","bad 6","*.callrecorder.skype.com","2022-08-06","","","Microsoft Corporation","65.75","N","2022-06-01 03:48:53 ","hpcc-solutions-lab@lexisnexisrisk.com","INF","https://cdb.rs.lexisnexis.net/ssl/index.php?q=realbi-ncsu.hpccsystems.com","Non-Prod","hpcc-solutions-lab@lexisnexisrisk.com",""
"alavminf002-vmotion-prod.choicepointinc.com","443","good","localhost.localdomain","2022-08-07","","","VMwareInstaller","66.75","N","2012-06-22 04:00:00 OLD, probably not a valid cert","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=alavminf002-vmotion-prod.choicepointinc.com","","",""
"alavminf002.choicepointinc.com","443","good","localhost.localdomain","2022-08-07","","","VMwareInstaller","66.75","N","2012-06-22 04:00:00 OLD, probably not a valid cert","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=alavminf002.choicepointinc.com","","",""
"davenc.vitalchek.com","443","good","davenc.vitalchek.com","2022-08-08","","","Trustwave Holdings","67.75","N","2022-06-01 10:04:42 ","vcn_productionsupport@vitalchek.com","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=davenc.vitalchek.com","Prod","",""
"ala.davenc.pci.choicepoint.net","443","good","davenc.vitalchek.com","2022-08-08","","","Trustwave Holdings","67.75","N","2022-05-30 02:30:36 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=ala.davenc.pci.choicepoint.net","","",""
"bct.davenc.vitalchek.com","443","good","davenc.vitalchek.com","2022-08-08","","","Trustwave Holdings","67.75","N","2022-05-31 22:55:40 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bct.davenc.vitalchek.com","","",""
"davenc-vitalchek-extvip.pci.choicepoint.net","443","good","davenc.vitalchek.com","2022-08-08","","","Trustwave Holdings","67.75","N","2022-05-30 10:58:52 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=davenc-vitalchek-extvip.pci.choicepoint.net","","",""
"davenc.pci.choicepoint.net","443","good","davenc.vitalchek.com","2022-08-08","","","Trustwave Holdings","67.75","N","2022-05-30 10:58:52 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=davenc.pci.choicepoint.net","","",""
"davenc3-vitalchek-extvip.pci.choicepoint.net","443","good","davenc.vitalchek.com","2022-08-08","","","Trustwave Holdings","67.75","N","2022-05-30 10:58:52 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=davenc3-vitalchek-extvip.pci.choicepoint.net","","",""
"mbsws.prg.risk.regn.net","443","good","mbsws.prg.risk.regn.net","2022-08-08","","","Trustwave Holdings","67.75","Y","2022-06-01 10:02:54 ","mbsdevelopers@risk.lexisnexis.com","INF-BUSSYS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=mbsws.prg.risk.regn.net","Prod","mbsdevelopers@risk.lexisnexis.com",""
"alawpmbs200.risk.regn.net","443","good","mbsws.prg.risk.regn.net","2022-08-08","","","Trustwave Holdings","67.75","Y","2022-05-30 05:48:45 ","MBSDevelopers@risk.lexisnexis.com","INF-BUSSYS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=alawpmbs200.risk.regn.net","Prod","mbsdevelopers@risk.lexisnexis.com",""
"alawpmbs201.risk.regn.net","443","good","mbsws.prg.risk.regn.net","2022-08-08","","","Trustwave Holdings","67.75","Y","2022-05-30 05:48:47 ","MBSDevelopers@risk.lexisnexis.com","INF-BUSSYS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=alawpmbs201.risk.regn.net","Prod","mbsdevelopers@risk.lexisnexis.com",""
"alawpmbs202.risk.regn.net","443","good","mbsws.prg.risk.regn.net","2022-08-08","","","Trustwave Holdings","67.75","Y","2022-05-30 05:48:48 ","MBSDevelopers@risk.lexisnexis.com","INF-BUSSYS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=alawpmbs202.risk.regn.net","Prod","mbsdevelopers@risk.lexisnexis.com",""
"ambsws.ap.seisint.com","443","good","mbsws.prg.risk.regn.net","2022-08-08","","","Trustwave Holdings","67.75","Y","2022-05-30 06:12:52 ","MBSDevelopers@risk.lexisnexis.com","INF-BUSSYS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=ambsws.ap.seisint.com","Prod","mbsdevelopers@risk.lexisnexis.com",""
"ambsws.risk.regn.net","443","good","mbsws.prg.risk.regn.net","2022-08-08","","","Trustwave Holdings","67.75","Y","2022-05-30 06:12:53 ","MBSDevelopers@risk.lexisnexis.com","INF-BUSSYS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=ambsws.risk.regn.net","Prod","mbsdevelopers@risk.lexisnexis.com",""
"bctwpmbs200.risk.regn.net","443","good","mbsws.prg.risk.regn.net","2022-08-08","","","Trustwave Holdings","67.75","Y","2022-05-30 09:03:11 ","MBSDevelopers@risk.lexisnexis.com","INF-BUSSYS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bctwpmbs200.risk.regn.net","Prod","mbsdevelopers@risk.lexisnexis.com",""
"bctwpmbs201.risk.regn.net","443","good","mbsws.prg.risk.regn.net","2022-08-08","","","Trustwave Holdings","67.75","Y","2022-05-30 09:03:12 ","MBSDevelopers@risk.lexisnexis.com","INF-BUSSYS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bctwpmbs201.risk.regn.net","Prod","mbsdevelopers@risk.lexisnexis.com",""
"bctwpmbs202.risk.regn.net","443","good","mbsws.prg.risk.regn.net","2022-08-08","","","Trustwave Holdings","67.75","Y","2022-05-30 09:03:14 ","MBSDevelopers@risk.lexisnexis.com","INF-BUSSYS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bctwpmbs202.risk.regn.net","Prod","mbsdevelopers@risk.lexisnexis.com",""
"bmbsws.risk.regn.net","443","good","mbsws.prg.risk.regn.net","2022-08-08","","","Trustwave Holdings","67.75","Y","2022-05-30 09:16:25 ","MBSDevelopers@risk.lexisnexis.com","INF-BUSSYS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bmbsws.risk.regn.net","Prod","mbsdevelopers@risk.lexisnexis.com",""
"mbsws.rs.lexisnexis.net","443","good","mbsws.prg.risk.regn.net","2022-08-08","","","Trustwave Holdings","67.75","Y","2022-05-30 14:36:55 ","MBSDevelopers@risk.lexisnexis.com","INF-BUSSYS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=mbsws.rs.lexisnexis.net","Prod","mbsdevelopers@risk.lexisnexis.com",""
"mbsws.seisint.com","443","good","mbsws.prg.risk.regn.net","2022-08-08","","","Trustwave Holdings","67.75","Y","2022-06-01 02:41:46 ","MBSDevelopers@risk.lexisnexis.com","INF-BUSSYS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=mbsws.seisint.com","Prod","mbsdevelopers@risk.lexisnexis.com",""
"uat.daveaz.vitalchek.com","443","good","uat.daveaz.vitalchek.com","2022-08-08","","","Trustwave Holdings","67.75","N","2022-06-01 10:04:41 ","VCN_ProductionSupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=uat.daveaz.vitalchek.com","Non-Prod","VCN_ProductionSupport@vitalchek.com",""
"ala-demo-daveaz-vitalchek-extvip.pci.choicepoint.net","443","good","uat.daveaz.vitalchek.com","2022-08-08","","","Trustwave Holdings","67.75","N","2022-05-30 02:22:12 ","vcn_productionsupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=ala-demo-daveaz-vitalchek-extvip.pci.choicepoint.net","Non-Prod","vcn_productionsupport@vitalchek.com",""
"ala.demo.daveaz.pci.choicepoint.net","443","good","uat.daveaz.vitalchek.com","2022-08-08","","","Trustwave Holdings","67.75","N","2022-05-30 02:30:38 ","vcn_productionsupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=ala.demo.daveaz.pci.choicepoint.net","Non-Prod","vcn_productionsupport@vitalchek.com",""
"demo.daveaz.vitalchek.com","443","good","uat.daveaz.vitalchek.com","2022-08-08","","","Trustwave Holdings","67.75","N","2022-05-31 23:40:05 ","vcn_productionsupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=demo.daveaz.vitalchek.com","Non-Prod","vcn_productionsupport@vitalchek.com",""
"uat-daveaz.vitalchek.com","443","bad 6","uat.daveaz.vitalchek.com","2022-08-08","","","Trustwave Holdings","67.75","N","2021-10-28 04:11:29 OLD, probably not a valid cert","VCN_ProductionSupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=uat-daveaz.vitalchek.com","Non-Prod","VCN_ProductionSupport@vitalchek.com",""
"uat.daveaz.risk.regn.net","443","bad 28","uat.daveaz.vitalchek.com","2022-08-08","","","Trustwave Holdings","67.75","N","2022-05-30 21:01:13 ","VCN_ProductionSupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=uat.daveaz.risk.regn.net","Non-Prod","VCN_ProductionSupport@vitalchek.com",""
"ala.uat.daveaz.pci.choicepoint.net","443","good","uat.daveaz.vitalchek.com","2022-08-08","","","Trustwave Holdings","67.75","N","2022-05-30 02:30:47 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=ala.uat.daveaz.pci.choicepoint.net","","",""
"uat2-daveaz-vitalchek-extvip.pci.choicepoint.net","443","good","uat.daveaz.vitalchek.com","2022-08-08","","","Trustwave Holdings","67.75","N","2022-05-30 21:02:55 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=uat2-daveaz-vitalchek-extvip.pci.choicepoint.net","","",""
"qa.blogs.lexisnexis.com","443","good","qa.blogs.lexisnexis.com","2022-08-09","","","Trustwave Holdings","68.75","N","2022-06-01 10:04:44 ","martech@lexisnexisrisk.com","INF","https://cdb.rs.lexisnexis.net/ssl/index.php?q=qa.blogs.lexisnexis.com","Non-Prod","martech@lexisnexisrisk.com",""
"dev.blogs.lexisnexis.com","443","good","qa.blogs.lexisnexis.com","2022-08-09","","","Trustwave Holdings","68.75","N","2022-06-01 00:12:09 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=dev.blogs.lexisnexis.com","","",""
"dev.insights.lexisnexis.com","443","good","qa.blogs.lexisnexis.com","2022-08-09","","","Trustwave Holdings","68.75","N","2022-06-01 00:12:10 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=dev.insights.lexisnexis.com","","",""
"qa.insights.lexisnexis.com","443","good","qa.blogs.lexisnexis.com","2022-08-09","","","Trustwave Holdings","68.75","N","2022-06-01 03:46:17 ","martech@lexisnexis.com","INF","https://cdb.rs.lexisnexis.net/ssl/index.php?q=qa.insights.lexisnexis.com","Non-Prod","martech@lexisnexis.com",""
"www.qa.blogs.lexisnexis.com","443","good","qa.blogs.lexisnexis.com","2022-08-09","","","Trustwave Holdings","68.75","N","2022-06-01 06:08:54 ","martech@lexisnexisrisk.com","INF","https://cdb.rs.lexisnexis.net/ssl/index.php?q=www.qa.blogs.lexisnexis.com","Non-Prod","martech@lexisnexisrisk.com",""
"secureqa.seisint.com","443","good","secureqa.seisint.com","2022-08-09","","","Trustwave Holdings","68.75","N","2022-06-01 10:03:41 ","webops@lexisnexis.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=secureqa.seisint.com","Non-Prod","ris-gloappinf@risk.lexisnexis.com",""
"audit.riskmanagement.lexisnexisrisk.com","443","good","secureqa.seisint.com","2022-08-09","","","Trustwave Holdings","68.75","N","2022-06-01 10:03:46 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=audit.riskmanagement.lexisnexisrisk.com","","",""
"audit.riskmanagement.lexisnexisrisk.net","443","good","secureqa.seisint.com","2022-08-09","","","Trustwave Holdings","68.75","N","2022-05-30 06:42:43 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=audit.riskmanagement.lexisnexisrisk.net","","",""
"healthcareportal.lexisnexisrisk.com","443","good","healthcareportal.lexisnexisrisk.com","2022-08-10","2022-08-10","On Prem","Trustwave Holdings","69.75","N","2022-06-01 10:04:45 ","healthcareportalalertlist@risk.lexisnexis.com","HC","https://cdb.rs.lexisnexis.net/ssl/index.php?q=healthcareportal.lexisnexisrisk.com","Prod","RIS-GLOAppInf@risk.lexisnexis.com",""
"healthcareportal.lexisnexis.com","443","good","healthcareportal.lexisnexisrisk.com","2022-08-10","2022-08-10","On Prem","Trustwave Holdings","69.75","N","2022-06-01 10:01:01 ","healthcareportalalertlist@risk.lexisnexis.com","HC","https://cdb.rs.lexisnexis.net/ssl/index.php?q=healthcareportal.lexisnexis.com","Prod","RIS-GLOAppInf@risk.lexisnexis.com",""
"healthcareportal2.lexisnexis.com","443","good","healthcareportal.lexisnexisrisk.com","2022-08-10","2022-08-10","On Prem","Trustwave Holdings","69.75","N","2022-06-01 05:36:27 ","healthcareportalalertlist@risk.lexisnexis.com","HC","https://cdb.rs.lexisnexis.net/ssl/index.php?q=healthcareportal2.lexisnexis.com","Prod","RIS-GLOAppInf@risk.lexisnexis.com",""
"healthcareportal2.lexisnexisrisk.com","443","good","healthcareportal.lexisnexisrisk.com","2022-08-10","2022-08-10","On Prem","Trustwave Holdings","69.75","N","2022-06-01 01:27:31 ","healthcareportalalertlist@risk.lexisnexis.com","HC","https://cdb.rs.lexisnexis.net/ssl/index.php?q=healthcareportal2.lexisnexisrisk.com","Prod","RIS-GLOAppInf@risk.lexisnexis.com",""
"prod.healthcareportal.lexisnexisrisk.com","443","good","healthcareportal.lexisnexisrisk.com","2022-08-10","","","Trustwave Holdings","69.75","N","2022-06-01 03:42:52 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=prod.healthcareportal.lexisnexisrisk.com","","",""
"providerintegrity.lexisnexisrisk.com","443","good","providerintegrity.lexisnexisrisk.com","2022-08-10","","N/A","Trustwave Holdings","69.75","N","2022-06-01 10:04:45 ","HealthcarePortalDev@risk.lexisnexis.com","HC","https://cdb.rs.lexisnexis.net/ssl/index.php?q=providerintegrity.lexisnexisrisk.com","Prod","HealthcarePortalDev@risk.lexisnexis.com",""
"dr.providerintegrity.lexisnexisrisk.com","443","good","providerintegrity.lexisnexisrisk.com","2022-08-10","","N/A","Trustwave Holdings","69.75","N","2022-06-01 00:33:57 ","HealthcarePortalDev@risk.lexisnexis.com","HC","https://cdb.rs.lexisnexis.net/ssl/index.php?q=dr.providerintegrity.lexisnexisrisk.com","Prod","HealthcarePortalDev@risk.lexisnexis.com",""
"alalphcbprod03.noam.lnrm.net","443","good","alalphcbprod03.noam.lnrm.net","2022-08-11","","","SomeOrganization","70.75","N","2022-05-30 03:44:25 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=alalphcbprod03.noam.lnrm.net","","",""
"alalphcbprod04.noam.lnrm.net","443","good","alalphcbprod04.noam.lnrm.net","2022-08-11","","","SomeOrganization","70.75","N","2022-05-30 03:44:26 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=alalphcbprod04.noam.lnrm.net","","",""
"alpha-prep-nms.neframework.com","443","good","secure.prep.nms.neframework.com","2022-08-11","","","Trustwave Holdings","70.75","N","2022-05-31 22:45:03 ","Nucleus.alerts@LexisNexisRisk.Com","GOV","https://cdb.rs.lexisnexis.net/ssl/index.php?q=alpha-prep-nms.neframework.com","Prod","class.development@lexisnexis.com",""
"bravo-prep-nms.neframework.com","443","good","secure.prep.nms.neframework.com","2022-08-11","","","Trustwave Holdings","70.75","N","2022-05-31 23:01:48 ","Nucleus.alerts@LexisNexisRisk.Com","GOV","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bravo-prep-nms.neframework.com","Prod","class.development@lexisnexis.com",""
"prep.nms.neframework.com","443","good","secure.prep.nms.neframework.com","2022-08-11","","","Trustwave Holdings","70.75","N","2022-06-01 03:41:49 ","Nucleus.alerts@LexisNexisRisk.Com","GOV","https://cdb.rs.lexisnexis.net/ssl/index.php?q=prep.nms.neframework.com","Prod","class.development@lexisnexis.com",""
"verifyhcp.lexisnexisrisk.com","443","good","verifyhcp.lexisnexisrisk.com","2022-08-11","2022-08-11","On Prem","Trustwave Holdings","70.75","N","2022-06-01 10:04:44 ","healthcareportaldev@risk.lexisnexis.com","HC","https://cdb.rs.lexisnexis.net/ssl/index.php?q=verifyhcp.lexisnexisrisk.com","Prod","ris-gloappinf@risk.lexisnexis.com",""
"dr.verifyhcp.lexisnexis.com","443","good","verifyhcp.lexisnexisrisk.com","2022-08-11","2022-08-11","On Prem","Trustwave Holdings","70.75","N","2022-06-01 05:17:43 ","healthcareportaldev@risk.lexisnexis.com","HC","https://cdb.rs.lexisnexis.net/ssl/index.php?q=dr.verifyhcp.lexisnexis.com","Prod","ris-gloappinf@risk.lexisnexis.com",""
"dr.verifyhcp.lexisnexisrisk.com","443","good 28","verifyhcp.lexisnexisrisk.com","2022-08-11","2022-08-11","On Prem","Trustwave Holdings","70.75","N","2022-06-01 00:34:16 ","healthcareportaldev@risk.lexisnexis.com","HC","https://cdb.rs.lexisnexis.net/ssl/index.php?q=dr.verifyhcp.lexisnexisrisk.com","Prod","ris-gloappinf@risk.lexisnexis.com",""
